Generacion,k,e,aa,da,af,df,puntos
126,20,4,7,15,8,3,24
126,20,4,7,4,8,2,21
126,20,4,8,4,8,3,18
126,20,4,17,4,8,3,18
126,20,4,19,4,8,3,18
126,20,4,20,9,8,3,15
127,20,4,7,4,8,1,75
127,20,4,7,4,8,1,75
127,20,4,7,4,8,1,75
127,20,4,7,4,7,1,75
127,20,4,7,4,8,3,36
127,20,4,7,4,8,3,36
127,20,4,7,4,8,3,36
127,20,4,7,4,8,3,36
127,20,4,7,4,8,3,36
127,20,4,7,4,8,3,36
127,20,4,7,4,8,3,36
127,20,4,7,4,8,3,36
127,20,4,7,4,8,3,36
127,20,4,7,4,8,3,36
127,20,4,7,4,8,3,36
127,20,4,7,9,8,3,24
128,20,4,7,4,8,1,63
128,20,4,7,4,8,1,63
128,20,4,7,4,8,1,63
128,20,4,7,4,8,1,63
128,20,4,7,4,7,1,63
128,20,4,7,4,7,1,63
128,61,4,7,4,8,1,63
128,20,4,7,4,7,1,63
128,20,4,7,4,7,1,63
128,20,4,7,4,7,1,63
128,20,4,7,4,8,3,21
128,20,4,7,4,8,3,21
128,20,4,7,4,8,3,21
128,20,4,7,4,8,3,21
128,20,3,7,4,7,2,6
128,20,4,0,4,8,3,0
129,20,1,7,4,7,1,90
129,20,4,7,4,8,1,42
129,20,4,7,4,8,1,42
129,20,4,7,4,8,1,42
129,20,4,7,4,8,1,42
129,61,4,7,4,8,1,42
129,20,4,7,4,8,1,42
129,20,4,7,4,7,1,42
129,20,4,7,4,7,1,42
129,20,4,7,4,8,1,42
129,61,4,7,4,7,1,42
129,61,4,7,4,8,1,42
129,20,4,7,4,7,1,42
129,20,4,7,4,7,1,42
129,20,4,7,4,8,1,42
129,61,4,7,4,8,1,42
130,20,1,7,4,7,1,81
130,20,4,14,4,8,1,48
130,20,4,7,4,7,1,45
130,20,4,7,4,7,1,45
130,20,4,7,4,8,1,45
130,20,4,7,4,8,1,45
130,20,4,7,4,8,1,45
130,20,4,7,4,8,1,45
130,20,4,7,4,8,1,45
130,20,4,7,4,8,1,45
130,20,4,7,4,8,1,45
130,20,4,7,4,8,1,45
130,20,4,7,4,8,1,45
130,20,4,7,4,8,1,45
130,20,4,7,4,8,1,45
130,61,4,6,4,8,1,6
131,20,1,7,4,7,1,63
131,20,4,19,4,7,1,63
131,20,1,7,4,7,1,63
131,20,4,7,4,8,5,51
131,20,4,14,4,8,1,48
131,20,4,14,4,8,1,48
131,20,4,14,4,8,1,48
131,20,4,7,4,7,1,42
131,20,4,7,4,7,1,42
131,20,4,7,4,8,1,39
131,20,4,7,4,8,1,39
131,20,4,7,4,8,1,39
131,20,4,7,4,8,1,39
131,20,4,7,4,8,1,39
131,20,4,7,6,8,1,33
131,20,1,7,4,7,6,24
132,20,4,20,12,7,1,81
132,20,4,19,4,7,1,75
132,20,1,14,4,8,1,57
132,20,4,14,4,8,1,54
132,20,4,14,4,7,1,54
132,20,4,14,4,7,1,54
132,20,4,14,4,8,1,54
132,20,4,14,4,8,1,54
132,20,4,14,4,0,1,45
132,20,4,7,4,7,1,36
132,20,4,7,4,8,1,36
132,20,1,7,4,7,1,24
132,20,1,7,4,7,1,24
132,20,1,7,4,7,1,24
132,20,1,7,4,7,1,24
132,20,1,7,4,7,5,24
133,20,4,20,12,7,1,81
133,1,4,14,4,6,5,66
133,20,4,20,4,7,1,63
133,20,4,19,4,7,1,63
133,20,4,20,4,7,1,63
133,20,4,20,4,7,3,63
133,20,4,14,12,7,1,60
133,20,1,14,4,8,1,39
133,20,1,14,4,8,1,39
133,20,4,14,4,8,1,33
133,20,4,14,4,8,1,33
133,20,4,14,4,8,1,33
133,20,4,14,4,7,1,30
133,20,4,2,4,7,1,27
133,20,1,14,12,7,1,18
133,20,1,14,0,8,1,9
134,20,4,20,12,7,3,72
134,20,4,20,12,7,1,60
134,20,4,20,12,7,1,60
134,1,4,14,4,6,5,48
134,1,4,14,4,6,5,48
134,3,4,14,4,6,5,48
134,20,4,14,4,7,4,48
134,20,4,20,4,4,1,45
134,20,4,20,12,2,1,42
134,20,4,20,4,7,1,36
134,20,4,20,4,7,1,36
134,20,4,20,4,7,1,36
134,20,4,20,4,7,1,36
134,20,4,20,4,7,1,36
134,20,4,20,4,7,1,36
134,20,4,19,4,7,4,33
135,20,4,20,12,7,3,69
135,20,4,20,12,7,3,69
135,20,4,20,12,7,3,69
135,20,4,20,12,7,3,69
135,1,4,14,4,6,5,48
135,1,4,14,4,6,5,48
135,1,4,14,4,6,5,48
135,20,4,20,12,7,1,45
135,20,4,20,12,7,1,45
135,1,4,20,4,6,1,36
135,59,4,14,4,0,5,33
135,1,4,14,12,7,1,33
135,20,4,14,12,7,1,33
135,20,4,14,12,7,1,33
135,20,4,9,4,6,5,27
135,1,4,14,4,7,1,15
136,20,4,20,12,3,3,72
136,1,4,13,12,7,3,54
136,1,4,14,4,7,5,54
136,1,3,14,4,6,5,54
136,1,4,14,4,6,5,54
136,100,4,14,4,6,5,54
136,1,4,14,4,6,5,54
136,1,4,14,4,7,3,51
136,20,4,20,12,7,3,39
136,20,4,20,12,7,3,39
136,20,4,20,12,7,3,39
136,20,4,20,12,7,3,39
136,20,4,20,12,7,3,39
136,20,4,20,4,7,5,30
136,1,4,20,4,7,3,24
136,1,4,17,4,7,3,24
137,100,2,14,4,6,5,87
137,1,4,12,12,7,5,66
137,20,4,20,12,3,3,63
137,1,3,14,4,6,5,48
137,40,3,14,4,6,5,48
137,1,4,14,4,6,5,48
137,56,4,14,4,6,5,48
137,72,4,14,4,6,5,48
137,1,4,13,12,7,3,42
137,1,4,13,4,7,5,42
137,1,4,13,12,7,3,42
137,100,4,14,4,7,5,42
137,1,4,13,12,7,3,42
137,1,4,14,12,7,5,27
137,1,4,14,12,7,5,27
137,1,4,13,0,6,5,0
138,1,2,19,4,6,5,75
138,100,2,14,4,6,5,60
138,100,2,14,4,6,5,60
138,100,2,14,4,6,5,60
138,1,4,12,12,7,5,51
138,20,3,10,4,3,5,51
138,1,4,12,12,2,5,48
138,1,4,14,12,2,5,45
138,20,3,14,12,3,3,39
138,1,3,14,4,6,5,36
138,1,3,14,4,6,5,36
138,1,4,14,4,6,5,36
138,1,3,14,4,6,5,36
138,1,4,12,4,6,5,33
138,20,4,14,12,3,5,27
138,20,4,14,12,3,5,27
139,1,2,19,4,6,5,75
139,100,2,19,4,6,5,75
139,20,2,19,4,3,3,63
139,1,2,14,4,2,5,57
139,1,4,12,4,2,5,54
139,1,2,12,12,7,5,48
139,36,3,12,4,2,5,45
139,100,2,14,4,6,5,42
139,100,2,14,4,6,5,42
139,1,2,14,4,6,5,42
139,100,2,14,4,6,5,42
139,100,2,12,4,6,5,36
139,20,2,12,12,3,5,33
139,100,4,12,4,6,5,27
139,1,4,19,12,7,5,27
139,20,2,10,4,9,5,12
140,1,2,19,4,6,5,60
140,100,2,19,4,6,5,60
140,1,2,19,4,3,5,60
140,100,2,19,4,2,5,60
140,20,2,19,4,6,5,60
140,20,2,14,4,3,3,60
140,36,4,12,4,2,5,51
140,1,4,12,4,2,8,48
140,1,2,19,4,3,3,45
140,20,2,19,4,3,3,45
140,1,2,12,12,7,5,42
140,28,2,12,12,7,5,42
140,1,2,12,12,2,5,36
140,100,2,12,4,6,5,21
140,1,2,12,4,7,5,18
140,20,2,14,14,2,3,12
141,1,2,19,4,0,5,75
141,100,2,19,9,2,5,75
141,1,2,19,4,6,5,51
141,1,2,19,4,6,5,51
141,100,2,19,4,6,5,51
141,1,2,19,4,3,5,51
141,100,2,19,4,6,5,51
141,100,2,19,4,6,5,51
141,100,2,19,4,6,5,51
141,100,2,19,4,6,5,51
141,100,2,19,4,6,5,51
141,20,2,12,4,2,5,39
141,36,4,19,4,6,5,18
141,20,4,14,4,3,5,18
141,36,4,12,4,2,5,18
141,36,4,12,4,2,5,18
142,1,2,19,4,0,5,75
142,93,2,19,4,0,5,75
142,100,2,19,9,2,5,72
142,100,2,19,9,2,5,72
142,1,2,19,4,6,3,57
142,1,2,19,4,6,5,39
142,1,2,19,4,6,5,39
142,100,2,19,4,6,5,39
142,100,2,19,4,6,5,39
142,100,2,19,4,5,5,39
142,100,2,19,4,6,5,39
142,1,2,19,4,3,5,39
142,1,2,19,4,6,5,39
142,100,2,19,4,6,5,39
142,100,4,19,4,6,5,18
142,82,2,19,20,2,5,0
143,40,2,19,4,0,3,78
143,1,2,19,17,6,3,63
143,93,2,19,4,0,5,54
143,1,2,19,4,0,5,54
143,1,2,19,4,0,5,54
143,1,2,19,4,0,5,54
143,53,2,19,4,6,3,51
143,1,2,19,4,6,3,51
143,82,2,19,4,6,3,51
143,100,2,19,9,2,5,48
143,100,2,19,9,2,5,48
143,1,2,19,4,6,5,24
143,1,2,19,4,4,5,24
143,1,2,19,4,6,5,24
143,1,2,19,4,2,5,21
143,100,2,19,4,2,5,21
144,40,2,19,4,0,3,73
144,40,2,19,4,0,3,73
144,40,2,19,4,0,3,73
144,1,2,19,4,0,3,73
144,1,2,19,17,6,3,72
144,1,2,19,4,0,5,42
144,1,2,19,4,0,5,42
144,93,2,19,4,0,5,42
144,93,2,19,4,0,5,42
144,1,2,5,4,0,5,42
144,1,2,19,4,0,5,42
144,53,2,19,13,6,5,42
144,93,2,19,15,0,5,19
144,40,3,19,4,0,3,18
144,93,2,19,4,2,5,18
144,1,2,19,17,0,3,3
145,40,2,1,4,0,3,78
145,40,2,19,4,0,3,57
145,40,2,19,4,0,3,57
145,40,2,19,4,0,3,57
145,40,2,19,4,0,3,57
145,1,2,19,4,0,3,57
145,40,2,19,4,0,3,57
145,40,2,19,4,0,3,57
145,40,2,19,4,0,3,57
145,40,2,14,4,0,3,51
145,1,2,19,4,6,3,45
145,40,2,19,4,0,5,27
145,1,2,19,4,0,5,27
145,1,3,19,4,0,3,15
145,1,3,19,4,0,3,15
145,85,2,19,4,10,5,6
146,40,2,1,4,0,3,81
146,40,2,1,4,0,3,81
146,40,2,1,4,0,3,81
146,40,2,19,4,0,0,45
146,40,2,19,4,0,3,36
146,40,2,19,4,0,3,36
146,40,2,13,4,0,3,36
146,40,2,19,4,0,3,36
146,1,2,19,4,0,3,36
146,40,2,19,4,0,3,36
146,40,2,19,4,0,3,36
146,40,2,19,4,0,3,36
146,1,2,19,4,0,3,36
146,40,2,19,4,0,3,36
146,40,2,19,4,0,3,36
146,40,2,19,4,0,3,36
147,40,2,1,4,0,3,65
147,40,2,1,4,0,3,65
147,40,2,1,4,0,3,65
147,40,2,1,4,0,3,65
147,40,2,1,4,0,3,65
147,40,2,1,4,0,3,65
147,40,2,19,4,3,3,51
147,40,4,1,4,0,3,43
147,40,2,0,4,0,3,41
147,40,2,13,4,0,3,28
147,40,2,13,4,0,3,28
147,40,2,13,4,0,3,28
147,40,2,13,4,0,3,28
147,40,2,19,4,0,3,27
147,40,2,19,4,0,3,27
147,40,2,1,4,0,0,12
148,40,2,19,7,3,3,48
148,40,2,1,4,0,3,47
148,40,2,1,4,0,3,47
148,51,2,1,4,0,3,47
148,40,2,1,4,0,3,47
148,40,2,1,4,0,3,47
148,40,2,1,4,0,3,47
148,40,2,1,4,0,3,47
148,40,2,1,4,0,3,47
148,40,2,1,4,0,3,47
148,40,2,1,4,0,3,47
148,40,2,1,4,0,5,46
148,40,2,19,4,3,3,45
148,40,2,16,4,0,6,42
148,40,2,3,8,0,3,32
148,40,2,19,4,0,3,16
149,40,2,19,7,3,3,51
149,40,2,19,7,3,3,51
149,40,2,1,4,0,3,47
149,40,2,1,4,0,3,47
149,40,2,1,4,0,3,47
149,51,2,1,4,0,3,47
149,40,2,1,4,0,3,47
149,40,2,1,4,0,3,47
149,40,2,1,4,0,3,47
149,40,2,1,4,0,3,47
149,40,2,1,4,0,3,47
149,40,2,1,4,0,3,47
149,40,2,1,15,0,3,30
149,40,2,1,15,0,3,30
149,40,2,19,4,0,3,18
149,40,2,1,4,4,3,18
150,40,2,19,7,3,3,51
150,40,2,19,7,3,3,51
150,40,2,1,4,0,3,48
150,40,2,1,4,0,3,48
150,40,2,1,4,0,3,48
150,40,2,1,4,0,3,48
150,40,2,1,4,0,3,48
150,40,2,1,4,0,3,48
150,18,2,1,4,0,3,48
150,51,2,1,4,0,3,48
150,40,2,1,4,0,3,48
150,40,2,1,4,3,3,48
150,40,2,19,4,3,3,45
150,40,2,1,7,0,3,36
150,40,1,19,4,3,3,36
150,40,2,19,7,0,3,21
151,40,2,1,7,2,3,70
151,40,2,1,7,3,3,57
151,40,2,19,7,3,3,51
151,40,2,19,7,3,3,51
151,40,2,19,7,3,3,51
151,40,2,19,7,3,3,51
151,40,2,19,4,3,3,48
151,40,2,1,4,0,3,42
151,40,2,1,4,0,3,42
151,40,2,1,4,0,3,42
151,40,2,1,4,0,3,42
151,40,2,1,4,0,3,42
151,40,2,1,4,0,10,36
151,40,2,1,7,0,3,30
151,40,2,1,7,0,3,30
151,85,2,19,7,0,3,30
152,40,2,1,7,2,3,54
152,40,2,19,7,3,3,48
152,40,2,19,7,3,3,48
152,97,2,19,7,3,3,48
152,40,2,19,7,3,3,48
152,40,2,19,7,3,3,48
152,40,2,19,7,8,3,48
152,40,2,19,7,3,3,48
152,40,2,19,7,3,3,48
152,40,2,19,4,3,3,48
152,40,2,19,7,3,3,48
152,40,2,1,7,3,3,39
152,40,2,1,7,3,3,39
152,40,2,1,7,3,3,39
152,40,2,1,7,3,3,39
152,40,2,19,7,3,5,30
153,40,2,1,7,2,3,51
153,40,2,19,7,3,3,45
153,40,2,19,7,3,3,45
153,40,2,19,7,8,3,45
153,40,2,19,7,3,3,45
153,40,2,19,7,3,3,45
153,40,2,19,7,8,3,45
153,97,2,19,7,3,3,45
153,40,2,19,7,3,3,45
153,40,2,19,7,3,3,45
153,40,2,19,7,3,3,45
153,40,2,19,7,3,3,45
153,40,2,19,7,8,3,45
153,40,2,19,8,8,3,45
153,40,2,19,7,10,3,42
153,40,2,19,7,2,3,42
154,40,2,1,7,2,3,57
154,40,2,9,7,3,3,54
154,40,2,19,7,8,3,48
154,40,2,19,7,3,3,48
154,40,2,19,7,3,3,48
154,40,2,19,7,3,3,48
154,40,2,19,7,8,3,48
154,40,2,19,7,3,3,48
154,40,2,19,7,3,3,48
154,40,2,19,7,3,3,48
154,40,2,19,7,3,3,48
154,94,2,19,7,3,3,48
154,40,2,1,7,3,3,45
154,40,2,1,7,8,3,36
154,40,2,19,10,2,3,36
154,40,4,19,1,3,3,12
155,40,2,19,7,3,3,48
155,40,2,19,7,8,3,48
155,40,2,19,7,8,3,48
155,40,2,19,7,8,3,48
155,40,2,19,7,3,3,48
155,40,2,19,7,8,3,48
155,85,2,15,7,3,3,48
155,40,2,19,7,3,3,48
155,40,2,19,7,3,3,48
155,36,2,19,7,8,3,48
155,40,2,9,7,3,3,42
155,40,2,9,7,3,3,42
155,77,2,1,7,2,3,42
155,40,2,1,7,2,3,42
155,40,2,1,7,2,3,42
155,40,2,19,7,3,5,30
156,40,2,19,7,8,3,48
156,40,2,19,7,8,3,48
156,40,2,19,7,8,3,48
156,40,2,19,7,8,3,48
156,40,2,19,7,8,3,48
156,40,2,19,7,8,3,48
156,40,2,19,7,8,3,48
156,40,2,19,7,8,3,48
156,85,2,15,7,3,3,48
156,40,2,19,7,3,3,45
156,40,2,19,7,3,3,45
156,40,2,19,7,3,3,45
156,40,2,19,7,3,3,45
156,85,2,19,7,3,3,45
156,40,2,2,7,9,3,42
156,85,3,19,7,8,3,21
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,78,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,3,48
157,40,2,19,7,8,9,0
158,40,2,19,7,7,3,51
158,40,2,19,7,8,3,48
158,40,2,19,7,8,3,48
158,40,2,19,7,8,3,48
158,40,2,19,7,8,3,48
158,78,2,19,7,8,3,48
158,40,2,19,7,8,3,48
158,40,2,19,7,8,3,48
158,40,2,19,7,8,3,48
158,40,2,19,7,8,3,48
158,78,2,19,7,8,3,48
158,40,2,19,7,8,3,48
158,78,2,19,7,8,3,48
158,78,2,19,7,8,3,48
158,40,2,19,14,8,3,45
158,40,2,3,7,8,3,0
159,40,2,19,7,10,3,51
159,40,2,19,7,8,1,51
159,47,2,19,7,8,3,48
159,40,2,19,7,8,3,48
159,40,2,20,7,8,3,48
159,40,2,19,7,8,3,48
159,40,2,19,7,8,3,48
159,40,2,19,7,7,3,48
159,40,2,19,7,8,3,48
159,40,2,19,7,8,3,48
159,40,2,19,7,8,3,48
159,78,2,19,7,8,3,48
159,40,2,19,7,8,3,48
159,40,2,19,7,8,3,48
159,40,2,3,20,8,3,39
159,40,2,19,7,8,8,3
160,40,2,19,7,10,3,48
160,40,2,19,7,8,1,48
160,40,2,19,7,10,3,48
160,40,2,19,7,10,1,48
160,40,2,19,7,8,1,48
160,40,2,19,7,10,1,48
160,40,2,19,7,8,1,48
160,47,2,19,7,8,3,45
160,40,2,19,7,8,3,45
160,40,2,20,7,8,3,45
160,40,2,19,7,0,3,45
160,40,2,19,7,8,3,45
160,47,2,19,7,8,3,45
160,40,2,19,7,8,3,45
160,40,2,19,7,8,3,45
160,44,2,1,19,8,3,24
161,40,2,19,7,10,3,51
161,40,2,19,7,8,1,51
161,40,2,19,7,8,1,51
161,40,2,19,7,8,3,51
161,40,2,19,7,8,1,51
161,85,2,19,7,10,3,51
161,40,2,19,7,10,1,51
161,40,2,19,7,10,3,51
161,40,2,19,7,8,1,51
161,40,2,19,7,8,1,51
161,40,2,19,7,8,1,51
161,6,2,19,7,7,1,51
161,40,2,19,7,8,1,51
161,40,2,19,14,2,1,33
161,40,2,13,7,10,1,21
161,40,2,19,7,10,10,3
162,5,2,19,19,10,1,72
162,40,2,19,7,8,1,54
162,40,2,19,7,8,1,54
162,40,2,19,7,8,1,54
162,40,2,19,7,8,3,51
162,40,2,19,7,8,3,51
162,40,2,19,7,8,3,51
162,95,2,19,7,8,3,51
162,40,2,19,7,8,3,51
162,85,2,19,7,10,3,51
162,40,2,19,7,10,3,51
162,40,2,19,7,10,3,51
162,31,2,19,7,1,1,42
162,40,4,19,7,8,3,18
162,85,2,19,7,10,10,9
162,85,2,19,7,10,10,9
163,5,2,19,19,10,1,57
163,5,2,19,19,10,1,57
163,40,2,19,19,10,1,57
163,5,2,19,19,10,1,57
163,5,2,19,12,10,1,48
163,40,2,19,14,10,1,48
163,40,2,19,7,8,1,45
163,40,2,17,7,8,1,45
163,40,2,19,7,8,1,45
163,40,2,19,7,8,1,45
163,40,2,19,7,8,1,45
163,40,2,19,7,8,1,45
163,40,2,19,7,8,3,33
163,40,2,19,7,8,3,33
163,40,2,19,7,8,3,33
163,40,4,19,7,8,1,27
164,5,2,9,14,10,1,87
164,5,2,19,12,5,1,63
164,5,2,19,19,10,1,51
164,5,2,19,19,10,1,51
164,5,2,19,19,10,1,51
164,5,2,19,19,10,1,51
164,40,2,19,19,10,1,51
164,5,2,19,19,10,1,51
164,5,2,19,7,10,1,42
164,40,2,19,7,8,1,42
164,40,2,19,7,10,1,42
164,5,2,19,7,8,1,42
164,5,2,19,7,8,1,42
164,40,2,19,14,8,1,27
164,40,2,19,1,10,1,21
164,40,2,19,19,0,1,6
165,5,2,9,14,10,1,84
165,5,3,9,14,10,1,84
165,5,2,9,14,10,1,84
165,5,2,19,12,10,1,45
165,5,2,16,12,5,1,45
165,5,2,19,14,10,1,45
165,5,2,19,19,10,1,36
165,5,2,19,19,10,1,36
165,40,2,19,19,10,1,36
165,5,2,19,19,10,1,36
165,5,2,19,19,10,1,36
165,5,2,19,19,10,1,36
165,5,2,19,12,5,1,36
165,5,2,19,19,5,1,27
165,5,2,19,19,5,1,27
165,5,2,9,10,3,1,27
166,5,2,9,14,10,1,87
166,5,3,9,14,10,1,84
166,5,4,9,12,10,1,81
166,5,2,9,12,10,1,72
166,5,3,19,14,10,1,33
166,5,2,19,19,10,1,33
166,5,2,19,12,10,1,33
166,5,2,19,14,10,1,33
166,50,2,16,12,10,1,33
166,34,2,19,12,10,1,33
166,5,2,17,13,10,1,33
166,5,2,16,12,10,1,33
166,5,2,19,14,10,1,33
166,5,2,19,14,10,1,33
166,5,2,19,19,10,1,33
166,31,2,19,19,10,1,33
167,5,2,9,14,10,1,75
167,5,3,9,14,10,1,75
167,5,2,9,14,10,1,75
167,5,3,9,14,10,1,75
167,5,4,9,14,10,1,75
167,5,4,9,14,10,1,75
167,5,2,9,12,10,1,48
167,5,2,9,12,10,1,48
167,5,2,9,12,10,1,48
167,5,2,19,12,10,1,18
167,5,2,19,14,10,1,18
167,5,2,19,14,10,1,18
167,5,2,19,7,10,1,18
167,5,2,19,19,10,1,18
167,5,2,19,12,10,1,18
167,5,2,19,12,10,1,18
168,5,2,9,14,10,1,54
168,5,3,9,14,10,1,54
168,5,2,9,14,10,1,54
168,53,4,9,14,10,1,54
168,5,2,9,14,10,1,54
168,5,3,9,14,10,1,54
168,5,2,9,14,10,1,54
168,5,2,9,14,10,1,54
168,5,3,9,14,10,1,54
168,5,2,9,14,10,1,54
168,5,4,9,14,10,1,54
168,5,2,9,20,10,1,54
168,5,2,9,14,10,1,54
168,5,2,9,12,10,1,12
168,5,4,9,14,2,1,3
168,5,2,9,14,5,1,3
169,5,2,9,14,10,5,54
169,5,3,9,14,10,1,51
169,53,2,9,14,10,1,51
169,53,2,9,14,10,1,51
169,5,3,9,14,10,1,51
169,5,2,9,14,10,1,51
169,5,2,9,14,10,1,51
169,40,2,9,14,10,1,51
169,5,3,10,14,10,1,51
169,5,3,9,14,10,1,51
169,5,3,9,14,10,1,51
169,5,2,9,14,10,1,51
169,53,4,9,14,10,1,45
169,89,4,9,14,10,1,45
169,5,1,4,14,10,1,15
169,3,2,9,14,1,1,0
170,5,3,9,8,10,1,81
170,5,2,9,14,10,5,54
170,85,3,9,14,10,1,45
170,5,2,9,14,10,1,45
170,5,3,9,14,10,1,45
170,53,2,9,14,10,1,45
170,5,2,9,14,10,1,45
170,53,2,9,14,10,1,45
170,53,2,9,14,10,1,45
170,5,3,9,14,10,1,45
170,5,3,9,14,10,1,45
170,5,2,9,14,10,1,45
170,5,3,9,14,10,1,45
170,5,2,9,14,10,1,45
170,5,4,9,14,10,1,42
170,53,2,9,14,8,1,3
171,53,2,9,8,10,1,78
171,5,3,9,8,10,1,75
171,5,2,9,14,10,5,51
171,5,3,2,14,10,1,48
171,5,2,9,14,10,1,39
171,5,2,9,14,10,1,39
171,85,2,9,14,10,1,39
171,53,3,9,14,10,1,39
171,14,2,9,14,10,1,39
171,5,2,9,14,10,1,39
171,5,2,9,14,10,1,39
171,5,3,9,14,10,1,39
171,5,2,9,14,10,1,39
171,5,3,9,14,10,1,39
171,4,2,9,14,10,1,39
171,5,3,9,14,10,1,39
172,53,2,9,14,10,5,75
172,5,2,2,14,10,1,57
172,5,3,2,14,10,1,54
172,5,3,2,14,10,1,54
172,5,3,2,14,10,1,54
172,53,2,9,8,10,5,48
172,53,2,9,8,10,1,45
172,53,2,9,8,10,1,45
172,53,2,9,8,10,1,45
172,53,2,9,8,10,1,45
172,75,2,9,8,10,1,45
172,85,2,9,8,10,1,45
172,53,2,9,8,7,1,39
172,5,3,9,8,10,1,33
172,5,3,9,8,10,1,33
172,5,2,17,14,10,1,3
173,53,2,9,14,10,5,51
173,5,3,9,14,10,5,48
173,5,3,2,14,8,1,48
173,53,2,2,14,10,1,45
173,5,3,2,14,10,1,45
173,5,2,2,14,10,1,45
173,5,3,2,14,10,5,45
173,5,3,2,14,10,1,45
173,5,2,2,14,10,1,45
173,5,2,2,14,10,1,45
173,5,3,2,14,10,1,45
173,53,2,9,8,10,5,45
173,53,2,9,8,10,5,45
173,53,2,9,8,10,5,45
173,53,2,9,8,10,1,39
173,5,3,9,14,10,1,39
174,53,2,9,14,10,5,60
174,5,2,2,14,4,1,54
174,5,3,2,14,8,1,51
174,5,2,2,14,8,8,48
174,5,2,2,14,10,1,48
174,5,2,2,14,10,1,48
174,5,3,2,14,9,5,45
174,5,3,9,14,10,5,45
174,5,3,2,14,10,1,45
174,5,3,9,14,10,5,45
174,5,3,9,14,10,5,45
174,5,3,9,14,10,5,45
174,5,3,2,14,10,5,45
174,5,3,2,14,10,6,43
174,5,3,9,19,10,1,39
174,53,1,2,14,10,0,13
175,5,3,2,14,8,1,63
175,5,2,2,14,10,1,63
175,5,2,2,14,10,1,63
175,5,2,2,20,4,1,60
175,5,2,2,14,8,1,57
175,5,2,2,14,4,1,54
175,5,2,2,14,10,5,49
175,53,2,2,14,10,5,49
175,5,2,2,14,8,8,48
175,53,2,9,14,10,5,48
175,5,3,2,14,8,8,42
175,5,3,9,14,9,5,33
175,53,2,2,8,10,9,30
175,5,2,9,10,10,1,27
175,5,2,2,14,4,8,22
175,5,2,16,14,10,1,9
176,5,3,2,14,8,1,60
176,5,3,2,14,8,1,60
176,5,2,2,14,8,1,54
176,5,2,2,14,10,1,48
176,5,2,2,14,10,1,48
176,5,2,2,14,10,1,48
176,5,2,2,14,10,1,48
176,5,2,2,14,10,1,48
176,5,2,2,16,8,1,45
176,5,2,2,20,4,1,39
176,5,3,2,14,4,1,39
176,5,2,2,20,4,1,39
176,5,2,2,14,10,5,38
176,21,2,2,14,10,5,38
176,5,2,2,14,10,5,38
176,5,2,2,14,8,5,24
177,5,3,2,14,8,1,51
177,5,3,2,14,8,1,51
177,5,3,2,14,1,1,51
177,5,3,2,14,8,1,51
177,5,3,2,14,8,1,51
177,76,2,2,14,8,1,51
177,5,2,2,14,8,1,51
177,5,2,2,14,10,1,51
177,5,2,2,14,10,1,51
177,5,2,2,14,8,1,51
177,5,2,2,14,10,1,51
177,5,2,2,14,10,1,51
177,4,2,2,14,10,1,51
177,5,3,2,14,8,1,51
177,5,2,2,3,8,1,3
177,5,2,2,3,10,1,3
178,5,2,2,14,8,1,48
178,5,1,2,14,8,1,48
178,5,3,2,14,8,1,45
178,5,3,2,14,8,1,45
178,5,3,2,14,8,1,45
178,5,3,2,14,8,1,45
178,5,3,2,14,8,1,45
178,5,3,2,14,8,1,45
178,5,3,2,14,8,1,45
178,5,3,2,14,8,1,45
178,5,3,2,14,1,1,45
178,5,2,2,4,8,1,45
178,5,3,2,14,8,1,45
178,5,3,12,14,8,1,45
178,5,3,2,14,8,1,45
178,5,3,0,14,8,1,39
179,60,3,2,14,8,9,78
179,5,1,2,14,8,1,51
179,5,1,2,14,8,1,51
179,5,3,2,14,8,1,45
179,5,3,2,14,8,1,45
179,5,3,2,14,8,1,45
179,5,3,2,14,8,1,45
179,5,3,2,14,8,1,45
179,51,3,2,14,8,1,45
179,5,3,2,14,8,1,45
179,5,2,2,14,8,1,42
179,5,2,2,14,8,1,42
179,5,2,2,14,8,1,42
179,5,2,2,14,8,1,42
179,5,2,2,14,7,1,39
179,5,1,20,14,8,1,18
180,60,3,2,14,8,9,63
180,5,1,2,14,8,1,48
180,60,1,2,14,8,1,48
180,5,1,2,14,8,1,48
180,5,3,2,14,8,1,48
180,73,1,2,14,8,1,48
180,5,1,2,14,8,1,48
180,5,3,2,14,8,1,48
180,5,3,2,14,8,1,48
180,55,3,2,14,8,1,48
180,5,3,2,14,8,1,48
180,5,1,2,14,8,1,48
180,5,1,2,14,8,1,48
180,5,3,2,14,8,1,48
180,5,3,2,19,8,1,27
180,60,1,2,14,8,9,6
181,60,3,2,14,8,9,51
181,60,3,2,14,8,9,51
181,5,1,2,14,8,1,48
